transaction_id,bill_number,date,time,day_name,is_weekend,month,year,festival_season,weather_tag,store_name,store_city,store_state,region,gender,loyalty_member,product_id,product_name,category,subcategory,brand,unit_size,quantity_sold,mrp,selling_price,discount_amount,discount_percent,gross_sales,net_sales,payment_mode,stock_before_sale,stock_after_sale,reorder_level,low_stock_flag,dead_stock_flag,promotion_type,return_flag,return_reason,basket_size,margin_percent,profit_amount
T20250077472,B20250027106,2/6/2025,10:17:01,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P082,Baby Wipes 72pcs,Baby Care,Wipes,Johnson,72pcs,3,240,240,0,0,720,720,upi,150,147,30,0,0,none,0,,4,14,100.8
T20250021282,B20250007451,2/6/2025,10:18:16,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P020,Amul Masti Curd 400g,Dairy,Curd,Amul,400g,2,45,45,0,0,90,90,upi,400,398,80,0,0,none,0,,3,9,8.1
T20250021283,B20250007451,2/6/2025,10:18:16,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P059,Parachute Hair Oil 200ml,Personal Care,Hair Oil,Parachute,200ml,4,115,115,0,0,460,460,upi,150,146,50,0,0,none,0,,3,20,92
T20250021284,B20250007451,2/6/2025,10:18:16,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P078,Potato 1kg,Fruits & Vegetables,Vegetables,Local Farm,1kg,4,35,35,0,0,140,140,upi,320,316,80,0,0,none,0,,3,12,16.8
T20250046516,B20250016273,2/6/2025,10:36:31,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P035,Kurkure Masala Munch 90g,Snacks,Chips,Kurkure,90g,4,20,20,0,0,80,80,upi,400,396,100,0,0,none,0,,6,18,14.4
T20250046517,B20250016273,2/6/2025,10:36:31,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P002,Fortune Basmati Rice 10kg,Staples,Rice,Fortune,10kg,2,1200,1200,0,0,2400,2400,upi,120,118,40,0,0,none,0,,6,8,192
T20250046518,B20250016273,2/6/2025,10:36:31,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P094,Premium Dark Chocolate 90g,Snacks,Chocolate,Lindt,90g,3,250,250,0,0,750,750,upi,30,27,15,0,0,none,0,,6,18,135
T20250046519,B20250016273,2/6/2025,10:36:31,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P075,Banana 1dozen,Fruits & Vegetables,Fruits,Local Farm,12pcs,4,60,51.6,33.6,14,240,206.4,upi,120,116,60,0,0,buy 1 get 1,0,,6,12,24.77
T20250046520,B20250016273,2/6/2025,10:36:31,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P082,Baby Wipes 72pcs,Baby Care,Wipes,Johnson,72pcs,2,240,240,0,0,480,480,upi,120,118,30,0,0,none,0,,6,14,67.2
T20250034786,B20250012134,2/6/2025,10:36:38,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,1,P019,Mother Dairy Toned Milk 1L,Dairy,Milk,Mother Dairy,1L,2,62,62,0,0,124,124,card,270,268,90,0,0,none,0,,7,9,11.16
T20250034787,B20250012134,2/6/2025,10:36:38,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,1,P030,Parle-G Biscuits 100g,Snacks,Biscuits,Parle,100g,3,10,10,0,0,30,30,card,300,297,150,0,0,none,0,,7,18,5.4
T20250034788,B20250012134,2/6/2025,10:36:38,Thursday,0,2,2025,,Cloudy,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,1,P067,Vim Dishwash Liquid 500ml,Cleaning Supplies,Dishwash,Vim,500ml,1,120,120,0,0,120,120,card,200,199,50,0,0,none,0,,7,18,21.6
T20250034789,B20250012134,2/6/2025,10:36:38,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,1,P088,Coriander Powder 200g,Grocery,Spices,Local Brand,200g,3,70,70,0,0,210,210,card,160,157,40,0,0,none,0,,7,10,21
T20250034790,B20250012134,2/6/2025,10:36:38,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,1,P080,Pampers Diapers Medium 30pcs,Baby Care,Diapers,Pampers,30pcs,4,520,520,0,0,2080,2080,card,100,96,20,0,0,none,0,,7,14,291.2
T20250058604,B20250020526,2/6/2025,10:48:45,Thursday,0,2,2025,,Cloudy,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P024,Bread Brown 400g,Bakery,Bread,Britannia,400g,4,42,42,0,0,168,168,card,350,346,70,0,0,none,0,,3,15,25.2
T20250058605,B20250020526,2/6/2025,10:48:45,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P042,Sprite 1.25L,Beverages,Soft Drink,Sprite,1.25L,2,65,65,0,0,130,130,card,350,348,70,0,0,none,0,,3,15,19.5
T20250058606,B20250020526,2/6/2025,10:48:45,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P067,Vim Dishwash Liquid 500ml,Cleaning Supplies,Dishwash,Vim,500ml,3,120,120,0,0,360,360,card,150,147,50,0,0,none,0,,3,18,64.8
T20250025860,B20250009049,2/6/2025,10:49:18,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P027,Eggs Regular 12pcs,Dairy,Eggs,Local Farm,12pcs,4,85,67.15,71.4,21,340,268.6,card,300,296,60,0,0,clearance sale,0,,4,9,24.17
T20250025861,B20250009049,2/6/2025,10:49:18,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P024,Bread Brown 400g,Bakery,Bread,Britannia,400g,3,42,39.9,6.3,5,126,119.7,card,210,207,70,0,0,member discount,0,,4,15,17.95
T20250025862,B20250009049,2/6/2025,10:49:18,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P008,Tata Salt 1kg,Grocery,Salt,Tata,1kg,1,28,28,0,0,28,28,card,360,359,120,0,0,none,0,,4,10,2.8
T20250025863,B20250009049,2/6/2025,10:49:18,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P017,Amul Taaza Milk 1L,Dairy,Milk,Amul,1L,2,64,64,0,0,128,128,card,240,238,120,0,0,none,0,,4,9,11.52
T20250063625,B20250022309,2/6/2025,10:51:17,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P031,Britannia Marie Gold 200g,Snacks,Biscuits,Britannia,200g,2,35,35,0,0,70,70,upi,400,398,100,0,0,none,0,,5,18,12.6
T20250063626,B20250022309,2/6/2025,10:51:17,Thursday,0,2,2025,,Cloudy,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P065,Harpic Toilet Cleaner 1L,Cleaning Supplies,Cleaner,Harpic,1L,3,160,124.8,105.6,22,480,374.4,upi,160,157,40,0,0,member discount,0,,5,18,67.39
T20250063627,B20250022309,2/6/2025,10:51:17,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P071,Frozen Peas 500g,Frozen Foods,Frozen Veg,Safal,500g,3,120,120,0,0,360,360,upi,60,57,30,0,0,none,0,,5,17,61.2
T20250063628,B20250022309,2/6/2025,10:51:17,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P021,Mother Dairy Curd 400g,Dairy,Curd,Mother Dairy,400g,2,42,42,0,0,84,84,upi,210,208,70,0,0,none,0,,5,9,7.56
T20250079304,B20250027739,2/6/2025,11:16:27,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P078,Potato 1kg,Fruits & Vegetables,Vegetables,Local Farm,1kg,4,35,35,0,0,140,140,upi,160,156,80,0,0,none,0,,9,12,16.8
T20250079305,B20250027739,2/6/2025,11:16:27,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P092,Almonds 500g,Health & Wellness,Dry Fruits,Local Brand,500g,3,420,420,0,0,1260,1260,upi,60,57,30,0,0,none,0,,9,20,252
T20250079306,B20250027739,2/6/2025,11:16:27,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P074,Kwality Walls Cornetto 110ml,Frozen Foods,Ice Cream,Kwality Walls,110ml,1,40,40,0,0,40,40,upi,240,239,60,0,0,none,0,,9,17,6.8
T20250079307,B20250027739,2/6/2025,11:16:27,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P067,Vim Dishwash Liquid 500ml,Cleaning Supplies,Dishwash,Vim,500ml,2,120,120,0,0,240,240,upi,150,148,50,0,0,none,0,,9,18,43.2
T20250079308,B20250027739,2/6/2025,11:16:27,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P007,Sugar 1kg,Grocery,Sugar,Local Mill,1kg,3,45,45,0,0,135,135,upi,600,597,120,0,0,none,0,,9,10,13.5
T20250084989,B20250029722,2/6/2025,11:22:27,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P013,Fortune Sunlite Oil 1L,Grocery,Oil,Fortune,1L,1,190,190,0,0,190,190,upi,240,239,80,0,0,none,0,,9,10,19
T20250084990,B20250029722,2/6/2025,11:22:27,Thursday,0,2,2025,,Cloudy,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P007,Sugar 1kg,Grocery,Sugar,Local Mill,1kg,4,45,45,0,0,180,180,upi,360,356,120,0,0,none,0,,9,10,18
T20250084991,B20250029722,2/6/2025,11:22:27,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P067,Vim Dishwash Liquid 500ml,Cleaning Supplies,Dishwash,Vim,500ml,1,120,120,0,0,120,120,upi,100,99,50,0,0,none,0,,9,18,21.6
T20250084107,B20250029403,2/6/2025,11:51:04,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,1,P023,Bread White 400g,Bakery,Bread,Britannia,400g,3,38,38,0,0,114,114,upi,180,177,90,0,0,none,0,,5,15,17.1
T20250084108,B20250029403,2/6/2025,11:51:04,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,1,P047,Tata Tea Premium 250g,Grocery,Tea,Tata,250g,4,130,130,0,0,520,520,upi,240,236,60,0,0,none,0,,5,10,52
T20250084109,B20250029403,2/6/2025,11:51:04,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,1,P065,Harpic Toilet Cleaner 1L,Cleaning Supplies,Cleaner,Harpic,1L,2,160,160,0,0,320,320,upi,80,78,40,0,0,none,0,,5,18,57.6
T20250000946,B20250000338,2/6/2025,11:51:39,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P043,Frooti Mango Drink 1L,Beverages,Juice,Frooti,1L,4,90,90,0,0,360,360,card,180,176,60,0,0,none,0,,7,15,54
T20250000947,B20250000338,2/6/2025,11:51:39,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P093,Cashews 500g,Health & Wellness,Dry Fruits,Local Brand,500g,3,480,480,0,0,1440,1440,card,60,57,30,0,0,none,0,,7,20,288
T20250000948,B20250000338,2/6/2025,11:51:39,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P018,Amul Gold Milk 1L,Dairy,Milk,Amul,1L,3,70,70,0,0,210,210,card,500,497,100,0,0,none,0,,7,9,18.9
T20250069941,B20250024478,2/6/2025,12:30:43,Thursday,0,2,2025,,Cloudy,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P016,Local Mustard Oil 1L,Grocery,Oil,Local Brand,1L,1,170,170,0,0,170,170,card,180,179,60,0,0,none,0,,3,10,17
T20250069942,B20250024478,2/6/2025,12:30:43,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P051,Lux Soap 100g,Personal Care,Soap,Lux,100g,2,35,35,0,0,70,70,card,450,448,90,0,0,none,0,,3,20,14
T20250049009,B20250017176,2/6/2025,12:34:56,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,1,P059,Parachute Hair Oil 200ml,Personal Care,Hair Oil,Parachute,200ml,4,115,115,0,0,460,460,upi,150,146,50,0,0,none,0,,4,20,92
T20250049010,B20250017176,2/6/2025,12:34:56,Thursday,0,2,2025,,Cloudy,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,1,P060,Himalaya Face Wash 100ml,Personal Care,Face Wash,Himalaya,100ml,4,140,140,0,0,560,560,upi,140,136,35,0,0,none,0,,4,20,112
T20250049011,B20250017176,2/6/2025,12:34:56,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,1,P033,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,200g,4,60,60,0,0,240,240,upi,180,176,90,0,0,none,0,,4,18,43.2
T20250049012,B20250017176,2/6/2025,12:34:56,Thursday,0,2,2025,,Cloudy,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,1,P014,Fortune Sunflower Oil 5L,Grocery,Oil,Fortune,5L,1,1050,1050,0,0,1050,1050,upi,120,119,40,0,0,none,0,,4,10,105
T20250033885,B20250011802,2/6/2025,13:02:50,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P016,Local Mustard Oil 1L,Grocery,Oil,Local Brand,1L,1,170,170,0,0,170,170,cash,300,299,60,0,0,none,0,,5,10,17
T20250033886,B20250011802,2/6/2025,13:02:50,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P001,Fortune Basmati Rice 5kg,Staples,Rice,Fortune,5kg,4,650,650,0,0,2600,2600,cash,300,296,60,0,0,none,0,,5,8,208
T20250033887,B20250011802,2/6/2025,13:02:50,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P046,Kinley Water 1L,Beverages,Water,Kinley,1L,2,18,18,0,0,36,36,cash,300,298,100,0,0,none,0,,5,15,5.4
T20250033888,B20250011802,2/6/2025,13:02:50,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P008,Tata Salt 1kg,Grocery,Salt,Tata,1kg,4,28,20.16,31.36,28,112,80.64,cash,360,356,120,0,0,festival offer,0,,5,10,8.06
T20250033889,B20250011802,2/6/2025,13:02:50,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P035,Kurkure Masala Munch 90g,Snacks,Chips,Kurkure,90g,1,20,18.4,1.6,8,20,18.4,cash,500,499,100,0,0,buy 1 get 1,0,,5,18,3.31
T20250057610,B20250020172,2/6/2025,13:23:23,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P047,Tata Tea Premium 250g,Grocery,Tea,Tata,250g,1,130,130,0,0,130,130,wallet,240,239,60,0,0,none,0,,8,10,13
T20250057611,B20250020172,2/6/2025,13:23:23,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P007,Sugar 1kg,Grocery,Sugar,Local Mill,1kg,3,45,45,0,0,135,135,wallet,360,357,120,0,0,none,0,,8,10,13.5
T20250057612,B20250020172,2/6/2025,13:23:23,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P028,Lays Chips Classic 52g,Snacks,Chips,Lay's,52g,2,20,20,0,0,40,40,wallet,240,238,120,0,0,none,0,,8,18,7.2
T20250057613,B20250020172,2/6/2025,13:23:23,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P052,Dettol Soap 125g,Personal Care,Soap,Dettol,125g,3,45,37.8,21.6,16,135,113.4,wallet,320,317,80,0,0,buy 1 get 1,0,,8,20,22.68
T20250046659,B20250016324,2/6/2025,13:47:52,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P066,Lizol Floor Cleaner 1L,Cleaning Supplies,Cleaner,Lizol,1L,4,170,170,0,0,680,680,upi,160,156,40,0,0,none,0,,5,18,122.4
T20250046660,B20250016324,2/6/2025,13:47:52,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P004,Aashirvaad Atta 10kg,Staples,Atta,Aashirvaad,10kg,4,500,500,0,0,2000,2000,upi,150,146,50,0,0,none,0,,5,8,160
T20250010241,B20250003580,2/6/2025,14:01:26,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P046,Kinley Water 1L,Beverages,Water,Kinley,1L,4,18,18,0,0,72,72,wallet,500,496,100,0,0,none,0,,8,15,10.8
T20250004537,B20250001609,2/6/2025,14:09:24,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P026,Eggs Regular 6pcs,Dairy,Eggs,Local Farm,6pcs,1,45,45,0,0,45,45,upi,400,399,80,0,0,none,0,,4,9,4.05
T20250004538,B20250001609,2/6/2025,14:09:24,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P045,Bisleri Water 1L,Beverages,Water,Bisleri,1L,4,20,20,0,0,80,80,upi,300,296,150,0,0,none,0,,4,15,12
T20250004539,B20250001609,2/6/2025,14:09:24,Thursday,0,2,2025,,Cloudy,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P036,Maggi Noodles 70g,Packaged Foods,Noodles,Maggi,70g,2,14,10.64,6.72,24,28,21.28,upi,390,388,130,0,0,combo offer,0,,4,16,3.4
T20250069730,B20250024406,2/6/2025,14:40:27,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P064,Ariel Detergent Powder 1kg,Cleaning Supplies,Detergent,Ariel,1kg,1,200,200,0,0,200,200,card,200,199,50,0,0,none,0,,14,18,36
T20250069731,B20250024406,2/6/2025,14:40:27,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P007,Sugar 1kg,Grocery,Sugar,Local Mill,1kg,14,45,45,0,0,630,630,card,600,586,120,0,0,none,0,,14,10,63
T20250069732,B20250024406,2/6/2025,14:40:27,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P003,Aashirvaad Atta 5kg,Staples,Atta,Aashirvaad,5kg,11,260,260,0,0,2860,2860,card,160,149,80,0,0,none,0,,14,8,228.8
T20250069733,B20250024406,2/6/2025,14:40:27,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P079,Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,1kg,2,50,50,0,0,100,100,card,240,238,80,0,0,none,0,,14,12,12
T20250075312,B20250026377,2/6/2025,14:46:53,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P053,Lifebuoy Soap 125g,Personal Care,Soap,Lifebuoy,125g,3,40,40,0,0,120,120,card,400,397,80,0,0,none,0,,5,20,24
T20250075313,B20250026377,2/6/2025,14:46:53,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P058,Bajaj Almond Hair Oil 200ml,Personal Care,Hair Oil,Bajaj,200ml,3,120,120,0,0,360,360,card,80,77,40,0,0,none,0,,5,20,72
T20250076798,B20250026881,2/6/2025,15:08:19,Thursday,0,2,2025,,Cloudy,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P006,Patanjali Atta 5kg,Staples,Atta,Patanjali,5kg,4,240,240,0,0,960,960,cash,300,296,60,0,0,none,0,,4,8,76.8
T20250076799,B20250026881,2/6/2025,15:08:19,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P029,Lays Chips Masala 52g,Snacks,Chips,Lay's,52g,3,20,20,0,0,60,60,cash,480,477,120,0,0,none,0,,4,18,10.8
T20250076800,B20250026881,2/6/2025,15:08:19,Thursday,0,2,2025,,Cloudy,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P012,Saffola Gold Oil 1L,Grocery,Oil,Saffola,1L,4,210,210,0,0,840,840,cash,210,206,70,0,0,none,0,,4,10,84
T20250076801,B20250026881,2/6/2025,15:08:19,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P002,Fortune Basmati Rice 10kg,Staples,Rice,Fortune,10kg,1,1200,1200,0,0,1200,1200,cash,80,79,40,0,0,none,0,,4,8,96
T20250012732,B20250004467,2/6/2025,15:17:04,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P029,Lays Chips Masala 52g,Snacks,Chips,Lay's,52g,2,20,20,0,0,40,40,cash,600,598,120,0,0,none,0,,5,18,7.2
T20250024770,B20250008657,2/6/2025,15:28:37,Thursday,0,2,2025,,Cloudy,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P053,Lifebuoy Soap 125g,Personal Care,Soap,Lifebuoy,125g,1,40,40,0,0,40,40,upi,320,319,80,0,0,none,0,,7,20,8
T20250024771,B20250008657,2/6/2025,15:28:37,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P043,Frooti Mango Drink 1L,Beverages,Juice,Frooti,1L,2,90,90,0,0,180,180,upi,120,118,60,0,0,none,0,,7,15,27
T20250022760,B20250007971,2/6/2025,15:39:11,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,1,P066,Lizol Floor Cleaner 1L,Cleaning Supplies,Cleaner,Lizol,1L,1,170,151.3,18.7,11,170,151.3,upi,80,79,40,0,0,clearance sale,0,,3,18,27.23
T20250022761,B20250007971,2/6/2025,15:39:11,Thursday,0,2,2025,,Cloudy,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,1,P027,Eggs Regular 12pcs,Dairy,Eggs,Local Farm,12pcs,4,85,85,0,0,340,340,upi,240,236,60,0,0,none,0,,3,9,30.6
T20250022762,B20250007971,2/6/2025,15:39:11,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,1,P033,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,200g,3,60,49.8,30.6,17,180,149.4,upi,270,267,90,0,0,clearance sale,0,,3,18,26.89
T20250010245,B20250003582,2/6/2025,15:47:46,Thursday,0,2,2025,,Cloudy,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P020,Amul Masti Curd 400g,Dairy,Curd,Amul,400g,3,45,45,0,0,135,135,cash,160,157,80,0,0,none,0,,9,9,12.15
T20250010246,B20250003582,2/6/2025,15:47:46,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P019,Mother Dairy Toned Milk 1L,Dairy,Milk,Mother Dairy,1L,1,62,62,0,0,62,62,cash,180,179,90,0,0,none,0,,9,9,5.58
T20250010247,B20250003582,2/6/2025,15:47:46,Thursday,0,2,2025,,Cloudy,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P002,Fortune Basmati Rice 10kg,Staples,Rice,Fortune,10kg,1,1200,1200,0,0,1200,1200,cash,120,119,40,0,0,none,0,,9,8,96
T20250010248,B20250003582,2/6/2025,15:47:46,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P040,Coca Cola 1.25L,Beverages,Soft Drink,Coca Cola,1.25L,2,65,65,0,0,130,130,cash,180,178,90,0,0,none,0,,9,15,19.5
T20250027237,B20250009526,2/6/2025,15:53:51,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P012,Saffola Gold Oil 1L,Grocery,Oil,Saffola,1L,4,210,210,0,0,840,840,upi,350,346,70,0,0,none,1,customer changed mind,3,10,84
T20250027238,B20250009526,2/6/2025,15:53:51,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P025,Amul Butter 100g,Dairy,Butter,Amul,100g,3,52,52,0,0,156,156,upi,300,297,60,0,0,none,0,,3,9,14.04
T20250027239,B20250009526,2/6/2025,15:53:51,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P090,Organic Quinoa 500g,Health & Wellness,Organic,Organic India,500g,4,320,320,0,0,1280,1280,upi,40,36,10,0,0,none,0,,3,20,256
T20250059056,B20250020689,2/6/2025,15:56:52,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,other,0,P024,Bread Brown 400g,Bakery,Bread,Britannia,400g,1,42,42,0,0,42,42,cash,350,349,70,0,0,none,0,,3,15,6.3
T20250059057,B20250020689,2/6/2025,15:56:52,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,other,0,P013,Fortune Sunlite Oil 1L,Grocery,Oil,Fortune,1L,2,190,142.5,95,25,380,285,cash,160,158,80,0,0,combo offer,0,,3,10,28.5
T20250059058,B20250020689,2/6/2025,15:56:52,Thursday,0,2,2025,,Cloudy,Cart Insight Supermart,Agra,Uttar Pradesh,North,other,0,P001,Fortune Basmati Rice 5kg,Staples,Rice,Fortune,5kg,4,650,572,312,12,2600,2288,cash,180,176,60,0,0,member discount,0,,3,8,183.04
T20250018341,B20250006432,2/6/2025,16:18:18,Thursday,0,2,2025,,Cloudy,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P087,Everest Turmeric Powder 200g,Grocery,Spices,Everest,200g,3,90,63,81,30,270,189,card,120,117,40,0,0,member discount,0,,8,10,18.9
T20250018342,B20250006432,2/6/2025,16:18:18,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P028,Lays Chips Classic 52g,Snacks,Chips,Lay's,52g,4,20,20,0,0,80,80,card,240,236,120,0,0,none,0,,8,18,14.4
T20250018343,B20250006432,2/6/2025,16:18:18,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P045,Bisleri Water 1L,Beverages,Water,Bisleri,1L,2,20,20,0,0,40,40,card,300,298,150,0,0,none,0,,8,15,6
T20250018344,B20250006432,2/6/2025,16:18:18,Thursday,0,2,2025,,Sunny,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P008,Tata Salt 1kg,Grocery,Salt,Tata,1kg,2,28,28,0,0,56,56,card,240,238,120,0,0,none,0,,8,10,5.6
T20250077259,B20250027031,2/6/2025,16:18:32,Thursday,0,2,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P054,Clinic Plus Shampoo 340ml,Personal Care,Shampoo,Clinic Plus,340ml,4,190,190,0,0,760,760,upi,150,146,50,0,0,none,0,,2,20,152
