Date,Invoice_ID,Customer_ID,Product_Name,Category,Quantity,Unit_Price,Total_Amount,Unit_Cost,Current_Stock,Reorder_Level,Lead_Time_Days,Payment_Method
2025-05-07 12:52:09,INV-20250507-0052,CUST-1108,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,3,275.0,825.0,230.0,28,12,3,UPI
2025-05-07 20:38:01,INV-20250507-0061,CUST-1120,Coca-Cola Original Taste 750ml PET Bottle,Beverages,2,40.0,80.0,29.0,64,20,2,Credit Card
2025-05-07 20:32:49,INV-20250507-0071,CUST-1133,Surf Excel Easy Wash Detergent Powder 1kg,Household,3,145.0,435.0,118.0,38,15,5,Debit Card
2025-05-07 16:16:16,INV-20250507-0072,CUST-1134,Surf Excel Easy Wash Detergent Powder 1kg,Household,3,145.0,435.0,118.0,38,15,5,Cash
2025-05-07 19:10:48,INV-20250507-0081,CUST-1146,Dettol Original Liquid Handwash Refill 175ml,Personal Care,3,99.0,297.0,76.0,52,18,3,UPI
2025-05-07 17:30:43,INV-20250507-0091,CUST-1009,Britannia Good Day Cashew Cookies 200g,Snacks,1,45.0,45.0,34.0,70,25,2,UPI
2025-05-07 10:07:47,INV-20250507-0101,CUST-1022,Lipton Green Tea Honey Lemon Flavour 25 Bags,Beverages,2,195.0,390.0,152.0,22,10,4,UPI
2025-05-07 19:48:12,INV-20250507-0102,CUST-1023,Lipton Green Tea Honey Lemon Flavour 25 Bags,Beverages,2,195.0,390.0,152.0,22,10,4,UPI
2025-05-07 17:53:46,INV-20250507-0111,CUST-1035,Epigamia Artisanal Greek Yogurt Strawberry 90g,Dairy,1,60.0,60.0,46.0,18,8,2,Cash
2025-05-07 15:10:44,INV-20250507-0121,CUST-1048,Cadbury Dairy Milk Silk Chocolate Bar 150g,Confectionery,3,185.0,555.0,148.0,40,15,3,UPI
2025-05-07 16:16:31,INV-20250507-0131,CUST-1061,Colgate Total Advanced Health Toothpaste 120g,Personal Care,3,125.0,375.0,96.0,60,20,3,Debit Card
2025-05-07 19:01:21,INV-20250507-0132,CUST-1062,Colgate Total Advanced Health Toothpaste 120g,Personal Care,3,125.0,375.0,96.0,60,20,3,Credit Card
2025-05-07 15:42:15,INV-20250507-0141,CUST-1074,Lays Indias Magic Masala Potato Chips 50g,Snacks,2,20.0,40.0,15.0,95,30,2,Credit Card
2025-05-07 21:46:34,INV-20250507-0142,CUST-1075,Lays Indias Magic Masala Potato Chips 50g,Snacks,3,20.0,60.0,15.0,95,30,2,UPI
2025-05-08 20:56:12,INV-20250508-0001,CUST-1049,Amul Taaza Homogenised Toned Milk 1L,Dairy,2,72.0,144.0,58.0,48,15,2,UPI
2025-05-08 13:23:14,INV-20250508-0011,CUST-1062,Harvest Gold 100% Atta Whole Wheat Bread 400g,Bakery,3,55.0,165.0,42.0,32,10,1,UPI
2025-05-08 18:15:21,INV-20250508-0021,CUST-1075,Tata Salt Vacuum Evaporated Iodised Salt 1kg,Staples,1,28.0,28.0,21.0,85,25,4,Credit Card
2025-05-08 17:39:23,INV-20250508-0031,CUST-1088,Fortune Sunlite Refined Sunflower Oil 1L Pouch,Staples,3,165.0,495.0,138.0,42,15,3,Credit Card
2025-05-08 14:39:04,INV-20250508-0032,CUST-1089,Fortune Sunlite Refined Sunflower Oil 1L Pouch,Staples,3,165.0,495.0,138.0,42,15,3,UPI
2025-05-08 09:02:46,INV-20250508-0041,CUST-1101,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,2,56.0,112.0,44.0,110,35,2,UPI
2025-05-08 20:21:17,INV-20250508-0042,CUST-1102,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,1,56.0,56.0,44.0,110,35,2,Credit Card
2025-05-08 10:34:24,INV-20250508-0051,CUST-1114,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,1,275.0,275.0,230.0,28,12,3,Debit Card
2025-05-08 09:26:25,INV-20250508-0052,CUST-1115,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,2,275.0,550.0,230.0,28,12,3,Cash
2025-05-08 19:12:22,INV-20250508-0061,CUST-1127,Coca-Cola Original Taste 750ml PET Bottle,Beverages,1,40.0,40.0,29.0,64,20,2,UPI
2025-05-08 19:07:20,INV-20250508-0071,CUST-1140,Surf Excel Easy Wash Detergent Powder 1kg,Household,1,145.0,145.0,118.0,38,15,5,UPI
2025-05-08 18:08:30,INV-20250508-0081,CUST-1003,Dettol Original Liquid Handwash Refill 175ml,Personal Care,2,99.0,198.0,76.0,52,18,3,UPI
2025-05-08 19:18:11,INV-20250508-0082,CUST-1004,Dettol Original Liquid Handwash Refill 175ml,Personal Care,2,99.0,198.0,76.0,52,18,3,UPI
2025-05-08 17:21:02,INV-20250508-0091,CUST-1016,Britannia Good Day Cashew Cookies 200g,Snacks,2,45.0,90.0,34.0,70,25,2,Debit Card
2025-05-08 11:37:12,INV-20250508-0101,CUST-1029,Lipton Green Tea Honey Lemon Flavour 25 Bags,Beverages,2,195.0,390.0,152.0,22,10,4,UPI
2025-05-08 15:01:37,INV-20250508-0102,CUST-1030,Lipton Green Tea Honey Lemon Flavour 25 Bags,Beverages,2,195.0,390.0,152.0,22,10,4,UPI
2025-05-08 10:03:23,INV-20250508-0111,CUST-1042,Epigamia Artisanal Greek Yogurt Strawberry 90g,Dairy,2,60.0,120.0,46.0,18,8,2,Debit Card
2025-05-08 17:27:18,INV-20250508-0121,CUST-1055,Cadbury Dairy Milk Silk Chocolate Bar 150g,Confectionery,1,185.0,185.0,148.0,40,15,3,UPI
2025-05-08 15:00:15,INV-20250508-0131,CUST-1068,Colgate Total Advanced Health Toothpaste 120g,Personal Care,1,125.0,125.0,96.0,60,20,3,UPI
2025-05-08 20:46:48,INV-20250508-0141,CUST-1081,Lays Indias Magic Masala Potato Chips 50g,Snacks,2,20.0,40.0,15.0,95,30,2,UPI
2025-05-09 14:42:37,INV-20250509-0001,CUST-1056,Amul Taaza Homogenised Toned Milk 1L,Dairy,2,72.0,144.0,58.0,48,15,2,UPI
2025-05-09 18:44:42,INV-20250509-0011,CUST-1069,Harvest Gold 100% Atta Whole Wheat Bread 400g,Bakery,2,55.0,110.0,42.0,32,10,1,UPI
2025-05-09 15:57:48,INV-20250509-0012,CUST-1070,Harvest Gold 100% Atta Whole Wheat Bread 400g,Bakery,1,55.0,55.0,42.0,32,10,1,Cash
2025-05-09 16:01:42,INV-20250509-0021,CUST-1082,Tata Salt Vacuum Evaporated Iodised Salt 1kg,Staples,3,28.0,84.0,21.0,85,25,4,Cash
2025-05-09 12:34:09,INV-20250509-0031,CUST-1095,Fortune Sunlite Refined Sunflower Oil 1L Pouch,Staples,3,165.0,495.0,138.0,42,15,3,UPI
2025-05-09 19:36:21,INV-20250509-0041,CUST-1108,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,1,56.0,56.0,44.0,110,35,2,Credit Card
2025-05-09 21:49:49,INV-20250509-0042,CUST-1109,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,2,56.0,112.0,44.0,110,35,2,Cash
2025-05-09 14:01:43,INV-20250509-0051,CUST-1121,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,1,275.0,275.0,230.0,28,12,3,Cash
2025-05-09 20:04:05,INV-20250509-0052,CUST-1122,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,2,275.0,550.0,230.0,28,12,3,UPI
2025-05-09 17:30:46,INV-20250509-0061,CUST-1134,Coca-Cola Original Taste 750ml PET Bottle,Beverages,2,40.0,80.0,29.0,64,20,2,Credit Card
2025-05-09 20:54:14,INV-20250509-0062,CUST-1135,Coca-Cola Original Taste 750ml PET Bottle,Beverages,1,40.0,40.0,29.0,64,20,2,Cash
2025-05-09 19:15:47,INV-20250509-0071,CUST-1147,Surf Excel Easy Wash Detergent Powder 1kg,Household,2,145.0,290.0,118.0,38,15,5,Credit Card
2025-05-09 15:12:28,INV-20250509-0072,CUST-1148,Surf Excel Easy Wash Detergent Powder 1kg,Household,1,145.0,145.0,118.0,38,15,5,UPI
2025-05-09 19:41:41,INV-20250509-0081,CUST-1010,Dettol Original Liquid Handwash Refill 175ml,Personal Care,2,99.0,198.0,76.0,52,18,3,Credit Card
2025-05-09 10:11:19,INV-20250509-0091,CUST-1023,Britannia Good Day Cashew Cookies 200g,Snacks,1,45.0,45.0,34.0,70,25,2,UPI
2025-05-09 16:29:16,INV-20250509-0101,CUST-1036,Lipton Green Tea Honey Lemon Flavour 25 Bags,Beverages,1,195.0,195.0,152.0,22,10,4,UPI
2025-05-09 15:27:32,INV-20250509-0102,CUST-1037,Lipton Green Tea Honey Lemon Flavour 25 Bags,Beverages,2,195.0,390.0,152.0,22,10,4,Cash
2025-05-09 20:36:12,INV-20250509-0111,CUST-1049,Epigamia Artisanal Greek Yogurt Strawberry 90g,Dairy,2,60.0,120.0,46.0,18,8,2,Cash
2025-05-09 20:47:37,INV-20250509-0112,CUST-1050,Epigamia Artisanal Greek Yogurt Strawberry 90g,Dairy,2,60.0,120.0,46.0,18,8,2,Cash
2025-05-09 16:52:09,INV-20250509-0121,CUST-1062,Cadbury Dairy Milk Silk Chocolate Bar 150g,Confectionery,3,185.0,555.0,148.0,40,15,3,Cash
2025-05-09 12:56:48,INV-20250509-0122,CUST-1063,Cadbury Dairy Milk Silk Chocolate Bar 150g,Confectionery,3,185.0,555.0,148.0,40,15,3,UPI
2025-05-09 19:00:11,INV-20250509-0131,CUST-1075,Colgate Total Advanced Health Toothpaste 120g,Personal Care,1,125.0,125.0,96.0,60,20,3,Credit Card
2025-05-09 21:41:00,INV-20250509-0132,CUST-1076,Colgate Total Advanced Health Toothpaste 120g,Personal Care,3,125.0,375.0,96.0,60,20,3,UPI
2025-05-09 18:50:55,INV-20250509-0141,CUST-1088,Lays Indias Magic Masala Potato Chips 50g,Snacks,1,20.0,20.0,15.0,95,30,2,Cash
2025-05-10 11:46:30,INV-20250510-0001,CUST-1063,Amul Taaza Homogenised Toned Milk 1L,Dairy,3,72.0,216.0,58.0,48,15,2,UPI
2025-05-10 10:42:29,INV-20250510-0002,CUST-1064,Amul Taaza Homogenised Toned Milk 1L,Dairy,1,72.0,72.0,58.0,48,15,2,UPI
2025-05-10 17:33:25,INV-20250510-0011,CUST-1076,Harvest Gold 100% Atta Whole Wheat Bread 400g,Bakery,5,55.0,275.0,42.0,32,10,1,Credit Card
2025-05-10 11:48:14,INV-20250510-0012,CUST-1077,Harvest Gold 100% Atta Whole Wheat Bread 400g,Bakery,2,55.0,110.0,42.0,32,10,1,UPI
2025-05-10 12:57:16,INV-20250510-0021,CUST-1089,Tata Salt Vacuum Evaporated Iodised Salt 1kg,Staples,1,28.0,28.0,21.0,85,25,4,Credit Card
2025-05-10 19:54:18,INV-20250510-0022,CUST-1090,Tata Salt Vacuum Evaporated Iodised Salt 1kg,Staples,1,28.0,28.0,21.0,85,25,4,Cash
2025-05-10 09:03:16,INV-20250510-0031,CUST-1102,Fortune Sunlite Refined Sunflower Oil 1L Pouch,Staples,5,165.0,825.0,138.0,42,15,3,Cash
2025-05-10 09:07:21,INV-20250510-0032,CUST-1103,Fortune Sunlite Refined Sunflower Oil 1L Pouch,Staples,2,165.0,330.0,138.0,42,15,3,Credit Card
2025-05-10 14:26:27,INV-20250510-0033,CUST-1104,Fortune Sunlite Refined Sunflower Oil 1L Pouch,Staples,1,165.0,165.0,138.0,42,15,3,Credit Card
2025-05-10 16:23:52,INV-20250510-0041,CUST-1115,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,2,56.0,112.0,44.0,110,35,2,UPI
2025-05-10 18:23:00,INV-20250510-0042,CUST-1116,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,1,56.0,56.0,44.0,110,35,2,Credit Card
2025-05-10 18:53:27,INV-20250510-0043,CUST-1117,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,4,56.0,224.0,44.0,110,35,2,Cash
2025-05-10 11:53:31,INV-20250510-0051,CUST-1128,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,4,275.0,1100.0,230.0,28,12,3,UPI
2025-05-10 10:23:04,INV-20250510-0052,CUST-1129,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,2,275.0,550.0,230.0,28,12,3,Cash
2025-05-10 19:54:36,INV-20250510-0053,CUST-1130,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,5,275.0,1375.0,230.0,28,12,3,UPI
2025-05-10 17:04:12,INV-20250510-0061,CUST-1141,Coca-Cola Original Taste 750ml PET Bottle,Beverages,2,40.0,80.0,29.0,64,20,2,UPI
2025-05-10 18:10:10,INV-20250510-0062,CUST-1142,Coca-Cola Original Taste 750ml PET Bottle,Beverages,1,40.0,40.0,29.0,64,20,2,UPI
2025-05-10 19:02:46,INV-20250510-0071,CUST-1004,Surf Excel Easy Wash Detergent Powder 1kg,Household,5,145.0,725.0,118.0,38,15,5,UPI
2025-05-10 14:44:57,INV-20250510-0072,CUST-1005,Surf Excel Easy Wash Detergent Powder 1kg,Household,2,145.0,290.0,118.0,38,15,5,Credit Card
2025-05-10 10:57:05,INV-20250510-0073,CUST-1006,Surf Excel Easy Wash Detergent Powder 1kg,Household,4,145.0,580.0,118.0,38,15,5,Debit Card
2025-05-10 16:08:08,INV-20250510-0081,CUST-1017,Dettol Original Liquid Handwash Refill 175ml,Personal Care,5,99.0,495.0,76.0,52,18,3,UPI
2025-05-10 21:23:26,INV-20250510-0082,CUST-1018,Dettol Original Liquid Handwash Refill 175ml,Personal Care,1,99.0,99.0,76.0,52,18,3,UPI
2025-05-10 16:41:31,INV-20250510-0091,CUST-1030,Britannia Good Day Cashew Cookies 200g,Snacks,3,45.0,135.0,34.0,70,25,2,UPI
2025-05-10 11:29:16,INV-20250510-0101,CUST-1043,Lipton Green Tea Honey Lemon Flavour 25 Bags,Beverages,1,195.0,195.0,152.0,22,10,4,Cash
2025-05-10 12:53:33,INV-20250510-0102,CUST-1044,Lipton Green Tea Honey Lemon Flavour 25 Bags,Beverages,5,195.0,975.0,152.0,22,10,4,UPI
2025-05-10 20:01:13,INV-20250510-0111,CUST-1056,Epigamia Artisanal Greek Yogurt Strawberry 90g,Dairy,2,60.0,120.0,46.0,18,8,2,UPI
2025-05-10 19:08:51,INV-20250510-0112,CUST-1057,Epigamia Artisanal Greek Yogurt Strawberry 90g,Dairy,5,60.0,300.0,46.0,18,8,2,Credit Card
2025-05-10 12:11:35,INV-20250510-0113,CUST-1058,Epigamia Artisanal Greek Yogurt Strawberry 90g,Dairy,5,60.0,300.0,46.0,18,8,2,Credit Card
2025-05-10 09:58:24,INV-20250510-0121,CUST-1069,Cadbury Dairy Milk Silk Chocolate Bar 150g,Confectionery,3,185.0,555.0,148.0,40,15,3,Credit Card
2025-05-10 21:27:21,INV-20250510-0131,CUST-1082,Colgate Total Advanced Health Toothpaste 120g,Personal Care,4,125.0,500.0,96.0,60,20,3,Credit Card
2025-05-10 12:56:10,INV-20250510-0141,CUST-1095,Lays Indias Magic Masala Potato Chips 50g,Snacks,3,20.0,60.0,15.0,95,30,2,Credit Card
2025-05-10 09:12:22,INV-20250510-0142,CUST-1096,Lays Indias Magic Masala Potato Chips 50g,Snacks,5,20.0,100.0,15.0,95,30,2,UPI
2025-05-10 12:30:35,INV-20250510-0143,CUST-1097,Lays Indias Magic Masala Potato Chips 50g,Snacks,5,20.0,100.0,15.0,95,30,2,UPI
2025-05-11 21:11:25,INV-20250511-0001,CUST-1070,Amul Taaza Homogenised Toned Milk 1L,Dairy,1,72.0,72.0,58.0,48,15,2,Cash
2025-05-11 17:29:43,INV-20250511-0002,CUST-1071,Amul Taaza Homogenised Toned Milk 1L,Dairy,3,72.0,216.0,58.0,48,15,2,Credit Card
2025-05-11 09:12:03,INV-20250511-0011,CUST-1083,Harvest Gold 100% Atta Whole Wheat Bread 400g,Bakery,3,55.0,165.0,42.0,32,10,1,Credit Card
2025-05-11 17:47:40,INV-20250511-0012,CUST-1084,Harvest Gold 100% Atta Whole Wheat Bread 400g,Bakery,2,55.0,110.0,42.0,32,10,1,Debit Card
2025-05-11 18:16:19,INV-20250511-0021,CUST-1096,Tata Salt Vacuum Evaporated Iodised Salt 1kg,Staples,5,28.0,140.0,21.0,85,25,4,UPI
2025-05-11 16:31:20,INV-20250511-0031,CUST-1109,Fortune Sunlite Refined Sunflower Oil 1L Pouch,Staples,4,165.0,660.0,138.0,42,15,3,UPI
2025-05-11 21:20:16,INV-20250511-0032,CUST-1110,Fortune Sunlite Refined Sunflower Oil 1L Pouch,Staples,1,165.0,165.0,138.0,42,15,3,UPI
2025-05-11 11:13:58,INV-20250511-0033,CUST-1111,Fortune Sunlite Refined Sunflower Oil 1L Pouch,Staples,2,165.0,330.0,138.0,42,15,3,UPI
2025-05-11 14:27:51,INV-20250511-0041,CUST-1122,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,1,56.0,56.0,44.0,110,35,2,Credit Card
2025-05-11 13:55:21,INV-20250511-0042,CUST-1123,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,4,56.0,224.0,44.0,110,35,2,Cash
2025-05-11 10:35:05,INV-20250511-0043,CUST-1124,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,4,56.0,224.0,44.0,110,35,2,UPI
2025-05-11 19:12:20,INV-20250511-0051,CUST-1135,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,4,275.0,1100.0,230.0,28,12,3,Debit Card
2025-05-11 13:23:59,INV-20250511-0052,CUST-1136,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,5,275.0,1375.0,230.0,28,12,3,Debit Card
2025-05-11 18:22:16,INV-20250511-0053,CUST-1137,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,5,275.0,1375.0,230.0,28,12,3,Cash
2025-05-11 16:23:02,INV-20250511-0061,CUST-1148,Coca-Cola Original Taste 750ml PET Bottle,Beverages,2,40.0,80.0,29.0,64,20,2,Debit Card
2025-05-11 14:23:25,INV-20250511-0062,CUST-1149,Coca-Cola Original Taste 750ml PET Bottle,Beverages,4,40.0,160.0,29.0,64,20,2,Cash
2025-05-11 21:13:47,INV-20250511-0071,CUST-1011,Surf Excel Easy Wash Detergent Powder 1kg,Household,2,145.0,290.0,118.0,38,15,5,Credit Card
2025-05-11 20:59:25,INV-20250511-0072,CUST-1012,Surf Excel Easy Wash Detergent Powder 1kg,Household,3,145.0,435.0,118.0,38,15,5,Credit Card
2025-05-11 09:05:24,INV-20250511-0073,CUST-1013,Surf Excel Easy Wash Detergent Powder 1kg,Household,1,145.0,145.0,118.0,38,15,5,Cash
2025-05-11 13:20:48,INV-20250511-0081,CUST-1024,Dettol Original Liquid Handwash Refill 175ml,Personal Care,2,99.0,198.0,76.0,52,18,3,UPI
2025-05-11 14:30:05,INV-20250511-0082,CUST-1025,Dettol Original Liquid Handwash Refill 175ml,Personal Care,4,99.0,396.0,76.0,52,18,3,Debit Card
2025-05-11 15:28:05,INV-20250511-0083,CUST-1026,Dettol Original Liquid Handwash Refill 175ml,Personal Care,2,99.0,198.0,76.0,52,18,3,UPI
2025-05-11 10:15:55,INV-20250511-0091,CUST-1037,Britannia Good Day Cashew Cookies 200g,Snacks,2,45.0,90.0,34.0,70,25,2,Debit Card
2025-05-11 13:45:16,INV-20250511-0101,CUST-1050,Lipton Green Tea Honey Lemon Flavour 25 Bags,Beverages,3,195.0,585.0,152.0,22,10,4,Cash
2025-05-11 14:50:25,INV-20250511-0111,CUST-1063,Epigamia Artisanal Greek Yogurt Strawberry 90g,Dairy,2,60.0,120.0,46.0,18,8,2,UPI
2025-05-11 10:36:53,INV-20250511-0112,CUST-1064,Epigamia Artisanal Greek Yogurt Strawberry 90g,Dairy,1,60.0,60.0,46.0,18,8,2,Cash
2025-05-11 16:06:18,INV-20250511-0113,CUST-1065,Epigamia Artisanal Greek Yogurt Strawberry 90g,Dairy,1,60.0,60.0,46.0,18,8,2,Debit Card
2025-05-11 15:33:04,INV-20250511-0121,CUST-1076,Cadbury Dairy Milk Silk Chocolate Bar 150g,Confectionery,4,185.0,740.0,148.0,40,15,3,Credit Card
2025-05-11 15:13:24,INV-20250511-0131,CUST-1089,Colgate Total Advanced Health Toothpaste 120g,Personal Care,5,125.0,625.0,96.0,60,20,3,UPI
2025-05-11 10:07:13,INV-20250511-0132,CUST-1090,Colgate Total Advanced Health Toothpaste 120g,Personal Care,4,125.0,500.0,96.0,60,20,3,Cash
2025-05-11 17:00:32,INV-20250511-0133,CUST-1091,Colgate Total Advanced Health Toothpaste 120g,Personal Care,4,125.0,500.0,96.0,60,20,3,Credit Card
2025-05-11 10:08:12,INV-20250511-0141,CUST-1102,Lays Indias Magic Masala Potato Chips 50g,Snacks,3,20.0,60.0,15.0,95,30,2,UPI
2025-05-11 14:56:34,INV-20250511-0142,CUST-1103,Lays Indias Magic Masala Potato Chips 50g,Snacks,1,20.0,20.0,15.0,95,30,2,Cash
2025-05-11 20:18:13,INV-20250511-0143,CUST-1104,Lays Indias Magic Masala Potato Chips 50g,Snacks,4,20.0,80.0,15.0,95,30,2,Credit Card
2025-05-12 15:08:31,INV-20250512-0001,CUST-1077,Amul Taaza Homogenised Toned Milk 1L,Dairy,3,72.0,216.0,58.0,48,15,2,Credit Card
2025-05-12 16:23:40,INV-20250512-0011,CUST-1090,Harvest Gold 100% Atta Whole Wheat Bread 400g,Bakery,3,55.0,165.0,42.0,32,10,1,UPI
2025-05-12 20:41:50,INV-20250512-0021,CUST-1103,Tata Salt Vacuum Evaporated Iodised Salt 1kg,Staples,3,28.0,84.0,21.0,85,25,4,Credit Card
2025-05-12 20:15:07,INV-20250512-0022,CUST-1104,Tata Salt Vacuum Evaporated Iodised Salt 1kg,Staples,2,28.0,56.0,21.0,85,25,4,UPI
2025-05-12 12:06:04,INV-20250512-0031,CUST-1116,Fortune Sunlite Refined Sunflower Oil 1L Pouch,Staples,2,165.0,330.0,138.0,42,15,3,Credit Card
2025-05-12 16:12:51,INV-20250512-0032,CUST-1117,Fortune Sunlite Refined Sunflower Oil 1L Pouch,Staples,2,165.0,330.0,138.0,42,15,3,UPI
2025-05-12 11:20:50,INV-20250512-0041,CUST-1129,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,2,56.0,112.0,44.0,110,35,2,UPI
2025-05-12 15:53:34,INV-20250512-0051,CUST-1142,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,3,275.0,825.0,230.0,28,12,3,UPI
2025-05-12 16:12:28,INV-20250512-0052,CUST-1143,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,3,275.0,825.0,230.0,28,12,3,Credit Card
2025-05-12 11:24:15,INV-20250512-0061,CUST-1005,Coca-Cola Original Taste 750ml PET Bottle,Beverages,2,40.0,80.0,29.0,64,20,2,Cash
2025-05-12 20:24:35,INV-20250512-0062,CUST-1006,Coca-Cola Original Taste 750ml PET Bottle,Beverages,2,40.0,80.0,29.0,64,20,2,Cash
2025-05-12 17:22:04,INV-20250512-0071,CUST-1018,Surf Excel Easy Wash Detergent Powder 1kg,Household,1,145.0,145.0,118.0,38,15,5,Credit Card
2025-05-12 18:48:31,INV-20250512-0081,CUST-1031,Dettol Original Liquid Handwash Refill 175ml,Personal Care,3,99.0,297.0,76.0,52,18,3,UPI
2025-05-12 16:22:22,INV-20250512-0091,CUST-1044,Britannia Good Day Cashew Cookies 200g,Snacks,1,45.0,45.0,34.0,70,25,2,UPI
2025-05-12 16:57:42,INV-20250512-0092,CUST-1045,Britannia Good Day Cashew Cookies 200g,Snacks,3,45.0,135.0,34.0,70,25,2,UPI
2025-05-12 21:14:03,INV-20250512-0101,CUST-1057,Lipton Green Tea Honey Lemon Flavour 25 Bags,Beverages,3,195.0,585.0,152.0,22,10,4,Cash
2025-05-12 10:18:14,INV-20250512-0111,CUST-1070,Epigamia Artisanal Greek Yogurt Strawberry 90g,Dairy,2,60.0,120.0,46.0,18,8,2,Cash
2025-05-12 10:20:26,INV-20250512-0112,CUST-1071,Epigamia Artisanal Greek Yogurt Strawberry 90g,Dairy,1,60.0,60.0,46.0,18,8,2,UPI
2025-05-12 21:29:20,INV-20250512-0121,CUST-1083,Cadbury Dairy Milk Silk Chocolate Bar 150g,Confectionery,3,185.0,555.0,148.0,40,15,3,Credit Card
2025-05-12 21:16:31,INV-20250512-0131,CUST-1096,Colgate Total Advanced Health Toothpaste 120g,Personal Care,3,125.0,375.0,96.0,60,20,3,UPI
2025-05-12 17:36:03,INV-20250512-0132,CUST-1097,Colgate Total Advanced Health Toothpaste 120g,Personal Care,3,125.0,375.0,96.0,60,20,3,UPI
2025-05-12 21:06:02,INV-20250512-0141,CUST-1109,Lays Indias Magic Masala Potato Chips 50g,Snacks,1,20.0,20.0,15.0,95,30,2,Credit Card
2025-05-13 17:47:57,INV-20250513-0001,CUST-1084,Amul Taaza Homogenised Toned Milk 1L,Dairy,2,72.0,144.0,58.0,48,15,2,Cash
2025-05-13 14:13:43,INV-20250513-0011,CUST-1097,Harvest Gold 100% Atta Whole Wheat Bread 400g,Bakery,2,55.0,110.0,42.0,32,10,1,UPI
2025-05-13 14:38:50,INV-20250513-0012,CUST-1098,Harvest Gold 100% Atta Whole Wheat Bread 400g,Bakery,3,55.0,165.0,42.0,32,10,1,Credit Card
2025-05-13 10:35:16,INV-20250513-0021,CUST-1110,Tata Salt Vacuum Evaporated Iodised Salt 1kg,Staples,1,28.0,28.0,21.0,85,25,4,UPI
2025-05-13 15:30:21,INV-20250513-0031,CUST-1123,Fortune Sunlite Refined Sunflower Oil 1L Pouch,Staples,3,165.0,495.0,138.0,42,15,3,UPI
2025-05-13 11:43:18,INV-20250513-0041,CUST-1136,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,3,56.0,168.0,44.0,110,35,2,UPI
2025-05-13 11:57:51,INV-20250513-0042,CUST-1137,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,3,56.0,168.0,44.0,110,35,2,Credit Card
2025-05-13 10:04:52,INV-20250513-0051,CUST-1149,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,2,275.0,550.0,230.0,28,12,3,Cash
2025-05-13 15:51:01,INV-20250513-0052,CUST-1000,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,3,275.0,825.0,230.0,28,12,3,UPI
2025-05-13 11:32:28,INV-20250513-0061,CUST-1012,Coca-Cola Original Taste 750ml PET Bottle,Beverages,2,40.0,80.0,29.0,64,20,2,Debit Card
2025-05-13 13:11:00,INV-20250513-0062,CUST-1013,Coca-Cola Original Taste 750ml PET Bottle,Beverages,3,40.0,120.0,29.0,64,20,2,Credit Card
2025-05-13 17:54:09,INV-20250513-0071,CUST-1025,Surf Excel Easy Wash Detergent Powder 1kg,Household,2,145.0,290.0,118.0,38,15,5,UPI
2025-05-13 13:29:23,INV-20250513-0081,CUST-1038,Dettol Original Liquid Handwash Refill 175ml,Personal Care,1,99.0,99.0,76.0,52,18,3,UPI
2025-05-13 09:11:33,INV-20250513-0082,CUST-1039,Dettol Original Liquid Handwash Refill 175ml,Personal Care,3,99.0,297.0,76.0,52,18,3,UPI
2025-05-13 09:49:45,INV-20250513-0091,CUST-1051,Britannia Good Day Cashew Cookies 200g,Snacks,1,45.0,45.0,34.0,70,25,2,Credit Card
2025-05-13 20:13:21,INV-20250513-0101,CUST-1064,Lipton Green Tea Honey Lemon Flavour 25 Bags,Beverages,2,195.0,390.0,152.0,22,10,4,UPI
2025-05-13 17:37:54,INV-20250513-0102,CUST-1065,Lipton Green Tea Honey Lemon Flavour 25 Bags,Beverages,1,195.0,195.0,152.0,22,10,4,UPI
